ts,"Weather forecast for wind direction at Bornholm | 9F7P/00/00/MET-Norway/forecast/wind_direction | 128270","Weather forecast for the precipitation amount for the coming 1 hour at Bornholm | 9F7P/00/00/MET-Norway/forecast/precipitation_amount_acc | 128238","Weather forecast for the relativehumidity amount  at Bornholm | 9F7P/00/00/MET-Norway/forecast/relative_humidity_2m | 128254","Weather forecast for wind speed at Bornholm | 9F7P/00/00/MET-Norway/forecast/wind_speed | 128286","Weather forecast for the air temperature at Bornholm | 9F7P/00/00/MET-Norway/forecast/air_temperature_2m | 128190"
"2023-06-27 11:00:00",280.72756958,0.00195312,0.66316527,5.87553835,290.09176636
"2023-06-27 12:00:00",283.74276733,0.0078125,0.65820616,5.70094538,290.19799805
"2023-06-27 13:00:00",285.00799561,0.00976562,0.65567327,5.18481445,290.45114136
"2023-06-27 14:00:00",286.54708862,0.01367188,0.67001659,4.80732107,289.88323975
"2023-06-27 15:00:00",286.55480957,0.01367188,0.67895842,5.03254604,290.02645874
"2023-06-27 16:00:00",291.59423828,0.01367188,0.69276774,4.6497879,289.75048828
"2023-06-27 17:00:00",294.78149414,0.01367188,0.71158206,4.29263735,289.36117554
"2023-06-27 18:00:00",294.49221802,0.01367188,0.73103738,4.75003433,289.07336426
"2023-06-27 19:00:00",294.36776733,0.01367188,0.75841236,4.73143291,288.86065674
"2023-06-27 20:00:00",293.38293457,0.09375,0.81105566,4.92066526,288.47662354
"2023-06-27 21:00:00",297.78936768,0.55273438,0.90988648,4.62459517,287.83349609
"2023-06-27 22:00:00",299.25045776,1.80664062,0.96577919,4.19839096,287.38583374
"2023-06-27 23:00:00",306.08636475,2.20898438,0.9587146,4.44395494,287.67385864
"2023-06-28 00:00:00",308.43777466,0,0.84685385,4.10708046,288.38616943
"2023-06-28 01:00:00",310.14849854,0.00048828,0.87046027,4.27109671,288.36672974
"2023-06-28 02:00:00",318.41439819,0.00097656,0.89823127,3.92302704,288.08795166
"2023-06-28 03:00:00",318.05667114,0.00195312,0.93923169,3.59401131,287.70819092
"2023-06-28 04:00:00",321.9465332,0.00195312,0.92412496,3.73791361,288.29620361
"2023-06-28 05:00:00",331.48458862,0.00195312,0.8934539,3.72755241,289.1706543
"2023-06-28 06:00:00",338.67190552,0.00195312,0.86523938,3.69458771,290.20880127
"2023-06-28 07:00:00",344.94534302,0.00195312,0.81433541,3.17966056,291.45410156
"2023-06-28 08:00:00",353.37643433,0.00195312,0.77074057,3.1888597,292.89678955
"2023-06-28 09:00:00",2.85296631,0.00195312,0.70097721,3.28414702,294.02337646
"2023-06-28 10:00:00",9.14095116,0.00195312,0.73768973,3.15700269,293.58154297
"2023-06-28 11:00:00",4.0937686,0.00390625,0.69667411,2.8458159,294.49560547
"2023-06-28 12:00:00",10.00822544,0.00390625,0.66539347,2.72095966,295.01272583
"2023-06-28 13:00:00",5.67188883,0.00390625,0.59283769,2.26037431,295.98428345
"2023-06-28 14:00:00",22.27395058,0.00390625,0.58018804,1.79633653,296.19012451
"2023-06-28 15:00:00",345.00787354,0.00390625,0.59715575,1.18918896,295.92102051
"2023-06-28 16:00:00",285.12643433,0.00390625,0.70711064,3.53410339,294.11462402
"2023-06-28 17:00:00",287.19561768,0.00390625,0.71281803,3.39610457,293.34136963
"2023-06-28 18:00:00",292.2895813,0.00390625,0.72342312,3.84721041,292.94570923
"2023-06-28 19:00:00",290.78952026,0.00390625,0.7423749,2.59998083,291.98803711
"2023-06-28 20:00:00",289.57080078,0.00390625,0.83353162,2.17500043,290.83218384
"2023-06-28 21:00:00",292.8911438,0.00390625,0.88907456,2.22303677,290.11343384
"2023-06-28 22:00:00",299.21899414,0.00390625,0.91768497,1.94925427,289.73944092
"2023-06-28 23:00:00",304.09439087,0.00390625,0.92687124,2.02842736,289.49072266
"2023-06-29 00:00:00",288.15640259,0,0.98580122,1.7267617,288.30908203
"2023-06-29 01:00:00",295.03994751,0,0.97754622,1.82069588,287.99102783
"2023-06-29 02:00:00",289.41436768,0,0.97571528,1.65679133,287.72729492
"2023-06-29 03:00:00",288.96890259,0,0.96579647,1.70847654,287.64050293
"2023-06-29 04:00:00",294.890625,0,0.92649066,1.544595,288.62075806
"2023-06-29 05:00:00",281.50784302,0,0.85842001,2.00984097,290.36486816
"2023-06-29 06:00:00",276.8442688,0,0.79231763,2.37697077,291.74804688
"2023-06-29 07:00:00",273.62573242,0,0.74991304,2.53393602,292.56170654
"2023-06-29 08:00:00",271.55496216,0,0.66461635,2.87616014,293.40060425
"2023-06-29 09:00:00",267.35205078,0,0.66128945,3.19683099,293.71936035
"2023-06-29 10:00:00",263.27389526,0,0.66443235,3.36684656,293.93780518
"2023-06-29 11:00:00",253.14135742,0,0.66919291,3.45093036,293.89801025
"2023-06-29 12:00:00",251.53218079,0,0.69153166,3.52324247,293.94430542
"2023-06-29 13:00:00",259.28918457,0,0.68855613,3.47081614,293.93408203
"2023-06-29 14:00:00",265.50057983,0,0.68123174,3.37139034,294.00875854
"2023-06-29 15:00:00",267.17224121,0,0.67248851,3.20271444,293.98806763
"2023-06-29 16:00:00",267.38323975,0,0.67541814,3.08409309,293.44335938
"2023-06-29 17:00:00",262.83648682,0,0.67564708,2.68779635,292.95166016
"2023-06-29 18:00:00",255.43011475,0,0.73073173,2.37629271,292.33779907
"2023-06-29 19:00:00",236.48535156,0,0.80289125,2.21546531,290.93463135
"2023-06-29 20:00:00",226.26589966,0,0.8232168,1.90492725,290.12039185
"2023-06-29 21:00:00",227.93016052,0,0.83362329,2.11422086,290.07489014
"2023-06-29 22:00:00",214.22737122,0,0.79407299,1.78777897,290.39837646
"2023-06-29 23:00:00",205.81291199,0,0.84519017,1.85811007,290.34310913
"2023-06-30 00:00:00",196.40687561,0,0.98885214,0.99041456,289.30877686
"2023-06-30 01:00:00",188.53213501,0,0.98595333,1.43653738,289.85494995
"2023-06-30 02:00:00",190.26608276,0,0.98340547,1.57100439,290.29855347
"2023-06-30 03:00:00",203.77354431,0,0.98966157,1.77408004,290.65835571
"2023-06-30 04:00:00",257.88314819,0,0.89017367,2.74159884,291.43966675
"2023-06-30 05:00:00",257.93148804,0.03613281,0.94003832,2.78969455,291.03024292
"2023-06-30 06:00:00",260.72750854,0.12109375,0.94278419,2.62065244,291.03533936
"2023-06-30 07:00:00",266.00827026,0.19140625,0.950688,2.80912542,290.82339478
"2023-06-30 08:00:00",270.11798096,0.29882812,0.95198458,2.82652974,290.69592285
"2023-06-30 09:00:00",271.19589233,0.35839844,0.88490665,3.00670028,290.89480591
"2023-06-30 10:00:00",275.56274414,0.37207031,0.84013712,3.42976499,291.67370605
"2023-06-30 11:00:00",275.30517578,0.37988281,0.76298851,3.20035577,291.75695801
"2023-06-30 12:00:00",275.60958862,0.38085938,0.81674516,3.58884907,290.54321289
"2023-06-30 13:00:00",280.60992432,0.38085938,0.73359996,3.5318563,290.88378906
"2023-06-30 14:00:00",277.8598938,0.38085938,0.7280916,3.28884768,290.96359253
"2023-06-30 15:00:00",279.03952026,0.38085938,0.72888517,3.44864225,290.39556885
"2023-06-30 16:00:00",284.12506104,0.38085938,0.67593718,3.46323991,290.35095215
"2023-06-30 17:00:00",286.73446655,0.38085938,0.65057755,2.87861991,290.66827393
"2023-06-30 18:00:00",275.01678467,0.38085938,0.65715456,2.78152871,290.37942505
"2023-06-30 19:00:00",266.3757019,0.38085938,0.69968146,1.81707001,289.41162109
"2023-06-30 20:00:00",258.33712769,0.38085938,0.79805559,1.46822047,288.00741577
"2023-06-30 21:00:00",254.11730957,0.3828125,0.86051011,1.31039715,287.13616943
"2023-06-30 22:00:00",254.57054138,0.3828125,0.92473418,1.16805649,286.53222656
"2023-06-30 23:00:00",225.64131165,0.38085938,0.96948838,0.55311191,285.9909668
"2023-07-01 00:00:00",260.75027466,0,0.96135592,1.63770807,285.56997681
"2023-07-01 01:00:00",249.21144104,0,0.95552731,1.53467333,285.61239624
"2023-07-01 02:00:00",248.84393311,0,0.93190682,1.4172157,286.121521
"2023-07-01 03:00:00",254.58631897,0,0.90465462,1.39892614,286.06002808
"2023-07-01 04:00:00",230.65657043,0,0.88742703,1.04453135,286.96731567
"2023-07-01 05:00:00",228.23742676,0,0.79932302,1.55858469,288.54556274
"2023-07-01 06:00:00",231.37506104,0,0.75845981,2.81925893,289.7749939
"2023-07-01 07:00:00",226.44586182,0,0.67763329,3.52503037,290.28796387
"2023-07-01 08:00:00",217.3830719,0,0.67586273,3.48173928,290.47003174
"2023-07-01 09:00:00",214.62617493,0,0.61690229,3.88425088,291.72354126
"2023-07-01 10:00:00",212.98570251,0,0.70590657,2.99211502,290.95761108
"2023-07-01 11:00:00",213.85176086,0,0.73122084,4.10839176,290.74597168
"2023-07-01 12:00:00",231.78907776,0.04882812,0.60129201,2.23214817,289.71368408
"2023-07-01 13:00:00",179.10171509,0.05664062,0.73625588,2.34614587,289.99685669
"2023-07-01 14:00:00",210.21897888,0.265625,0.74151999,4.48399591,289.50973511
"2023-07-01 15:00:00",195.70353699,1.1875,0.96358109,3.58548689,287.45025635
"2023-07-01 16:00:00",194.74235535,1.6484375,0.96397787,4.89144897,287.78637695
"2023-07-01 17:00:00",206.32873535,1.95703125,0.96565652,5.25448751,287.82568359
"2023-07-01 18:00:00",224.86193848,2.83984375,0.97261477,4.70801687,287.64978027
"2023-07-01 19:00:00",230.80531311,3.51367188,0.97888654,4.24684095,287.5140686
"2023-07-01 20:00:00",232.06278992,3.93945312,0.98036712,4.07968473,287.62194824
"2023-07-01 21:00:00",235.32147217,4.09765625,0.98740196,4.26242733,287.89163208
"2023-07-01 22:00:00",240.64228821,4.26367188,0.98959941,4.94279289,288.29129028
"2023-07-01 23:00:00",238.08604431,4.30273438,0.98372495,5.396873,288.46661377
"2023-07-02 00:00:00",239.62536621,0,0.95438278,3.63465834,289.10977173
"2023-07-02 01:00:00",242.75801086,0.01708984,0.96170515,4.52185011,289.387146
"2023-07-02 02:00:00",259.00088501,0.06005859,0.93623912,5.1152668,289.43664551
"2023-07-02 03:00:00",256.61801147,0.06835938,0.90068698,5.29509068,289.09664917
"2023-07-02 04:00:00",261.98443604,0.078125,0.86247897,5.24398518,288.82003784
"2023-07-02 05:00:00",259.21118164,0.11132812,0.82608616,5.55369711,288.87667847
"2023-07-02 06:00:00",247.50018311,0.19140625,0.87149584,6.06638575,288.80792236
"2023-07-02 07:00:00",257.80609131,0.19824219,0.76308191,5.53480387,288.92346191
"2023-07-02 08:00:00",252.56700134,0.19824219,0.73662293,6.50614977,289.65304565
"2023-07-02 09:00:00",257.42251587,0.19824219,0.6932267,6.1935854,290.23522949
"2023-07-02 10:00:00",254.24285889,0.19824219,0.57700014,7.05990696,290.62576294
"2023-07-02 11:00:00",254.91482544,0.19824219,0.71886075,7.4518261,289.26989746
"2023-07-02 12:00:00",254.58747864,0.19824219,0.62854385,6.9270134,290.57675171
"2023-07-02 13:00:00",249.46212769,0.19824219,0.73750675,7.54071236,289.82836914
"2023-07-02 14:00:00",253.98730469,0.20019531,0.73045707,8.40289879,289.2951355
"2023-07-02 15:00:00",249.73501587,0.2265625,0.67319095,8.02609062,289.21505737
"2023-07-02 16:00:00",251.7816925,0.49804688,0.78430593,7.79977369,289.09207153
"2023-07-02 17:00:00",256.94625854,0.49804688,0.70348024,8.45417786,289.28222656
"2023-07-02 18:00:00",258.71148682,0.50585938,0.69792628,8.01140499,288.98202515
"2023-07-02 19:00:00",255.90629578,0.50976562,0.7193653,8.06950092,288.59243774
"2023-07-02 20:00:00",252.84416199,0.50976562,0.71867907,8.2449894,288.28134155
"2023-07-02 21:00:00",251.36831665,0.51171875,0.71930516,8.14406204,288.14239502
"2023-07-02 22:00:00",256.27468872,0.80078125,0.82961136,7.05980492,287.2557373
"2023-07-02 23:00:00",255.32823181,0.80078125,0.74974698,7.61140966,287.35894775
"2023-07-03 00:00:00",254.6022644,0,0.78156197,7.61124802,287.33154297
"2023-07-03 01:00:00",248.98498535,0.0078125,0.72714937,7.52799416,287.33224487
"2023-07-03 02:00:00",247.65655518,0.0078125,0.7173534,7.43266726,287.20874023
"2023-07-03 03:00:00",236.88357544,0.00878906,0.73824263,6.67908859,287.26696777
"2023-07-03 04:00:00",239.86914062,0.01171875,0.74674141,7.20070505,287.23571777
"2023-07-03 05:00:00",240.08834839,0.01953125,0.75121152,7.12685156,287.37042236
"2023-07-03 06:00:00",234.41596985,0.05664062,0.75760424,7.2461915,287.42227173
"2023-07-03 07:00:00",237.81640625,0.08007812,0.70152783,7.61441326,288.15231323
"2023-07-03 08:00:00",242.41448975,0.10742188,0.6886034,7.82552576,288.36105347
"2023-07-03 09:00:00",243.47683716,0.12304688,0.66454017,8.13153076,288.7947998
"2023-07-03 10:00:00",246.46121216,0.1328125,0.66446346,7.82785749,289.32647705
"2023-07-03 11:00:00",250.46881104,0.53515625,0.77536404,6.92604351,288.37026978
"2023-07-03 12:00:00",250.02345276,0.53515625,0.63293839,7.45066929,290.38638306
"2023-07-03 13:00:00",260.03945923,0.53515625,0.60918033,5.67158604,289.38882446
"2023-07-03 14:00:00",245.26620483,0.53515625,0.6169166,7.35621881,290.70211792
"2023-07-03 15:00:00",237.38296509,0.53515625,0.62121964,6.86913443,290.45513916
"2023-07-03 16:00:00",233.82824707,0.53515625,0.67035311,6.14602327,290.09390259
"2023-07-03 17:00:00",233.75004578,0.5390625,0.73079336,5.87153149,289.32104492
"2023-07-03 18:00:00",235.65658569,0.53515625,0.72655177,6.06991148,288.459198
"2023-07-03 19:00:00",238.60986328,0.53515625,0.73552382,6.59250164,288.41134644
"2023-07-03 20:00:00",236.79701233,0.5390625,0.6581009,5.34045839,287.89465332
"2023-07-03 21:00:00",236.79692078,0.53515625,0.77602082,5.23472166,287.26251221
"2023-07-03 22:00:00",242.46203613,0.53515625,0.83984882,5.14222622,287.01348877
"2023-07-03 23:00:00",239.91413879,0.5546875,0.82745898,5.20214796,287.21279907
"2023-07-04 00:00:00",239.39990234,0,0.71159822,5.17685556,287.11685181
"2023-07-04 01:00:00",226.36026001,0,0.77177906,4.7963748,286.9515686
"2023-07-04 02:00:00",231.04722595,0,0.71591675,4.83370066,287.18670654
"2023-07-04 03:00:00",218.57926941,0,0.70183313,4.60086393,287.34460449
"2023-07-04 04:00:00",207.73605347,0.45117188,0.87361693,5.5077076,286.60665894
"2023-07-04 05:00:00",221.43818665,0.55859375,0.8634088,6.40186548,286.80441284
"2023-07-04 06:00:00",223.55514526,0.55957031,0.79585809,6.561203,287.2477417
"2023-07-04 07:00:00",240.4931488,0.82910156,0.88161194,7.31616116,286.40362549
"2023-07-04 08:00:00",256.58700562,0.83105469,0.66843081,7.07143545,287.82733154
"2023-07-04 09:00:00",250.28970337,0.83105469,0.63354886,6.89573908,289.20516968
"2023-07-04 10:00:00",248.31263733,0.83105469,0.66557688,6.93899012,288.62173462
"2023-07-04 11:00:00",248.71150208,0.83105469,0.65474278,6.95230818,289.4307251
"2023-07-04 12:00:00",247.12512207,0.97363281,0.68080461,6.20447493,289.2605896
"2023-07-04 13:00:00",246.73712158,0.97460938,0.56949174,6.80693007,290.63278198
"2023-07-04 14:00:00",244.69590759,0.97460938,0.56579912,7.19201469,290.56933594
"2023-07-04 15:00:00",243.61837769,0.97265625,0.53270292,7.90438271,289.6829834
"2023-07-04 16:00:00",241.03268433,0.97265625,0.63902628,6.30122519,289.02029419
"2023-07-04 17:00:00",240.69644165,0.97460938,0.62340152,5.93404341,288.98754883
"2023-07-04 18:00:00",241.21151733,0.97460938,0.6364789,5.50938368,288.77615356
"2023-07-04 19:00:00",240.69560242,0.97460938,0.70836341,5.17804909,288.2774353
"2023-07-04 20:00:00",238.71884155,0.97460938,0.74153662,4.50502348,287.92565918
"2023-07-04 21:00:00",242.03759766,0.97265625,0.76253319,4.65354776,287.85644531
"2023-07-04 22:00:00",237.27359009,0.97460938,0.79584336,4.27591467,287.82540894
"2023-07-04 23:00:00",239.30506897,0.97460938,0.79562998,4.19346571,287.94436646
"2023-07-05 00:00:00",247.10462952,0,0.78308773,4.05519867,287.0647583
"2023-07-05 01:00:00",239.69590759,0,0.84551132,3.41995406,286.79858398
"2023-07-05 02:00:00",234.58651733,0,0.85672683,2.71427131,286.3260498
"2023-07-05 03:00:00",226.57046509,0,0.88770223,1.51993835,285.17349243
"2023-07-05 04:00:00",221.90719604,0,0.86725533,1.60741806,285.71066284
"2023-07-05 05:00:00",218.18891907,0,0.75054061,1.6810652,287.82891846
"2023-07-05 06:00:00",197.18031311,0,0.58940709,2.37510824,289.68963623
"2023-07-05 07:00:00",181.29029846,0,0.63426733,3.11284637,290.3894043
"2023-07-05 08:00:00",160.31266785,0,0.55687428,3.24137473,290.42300415
"2023-07-05 09:00:00",149.18888855,0,0.54147774,4.03885412,290.6550293
"2023-07-05 10:00:00",131.64878845,0,0.54138571,3.66983056,290.58459473
"2023-07-05 11:00:00",123.36793518,0,0.61301017,4.2146883,290.63400269
"2023-07-05 12:00:00",110.60230255,0.00585938,0.62707847,4.08208942,290.59213257
"2023-07-05 13:00:00",132.07052612,0.00585938,0.62361449,5.19023561,291.46212769
"2023-07-05 14:00:00",131.11047363,0.00585938,0.63147271,3.53936458,291.95770264
"2023-07-05 15:00:00",166.42268372,0.00585938,0.63453966,3.03561091,292.97003174
"2023-07-05 16:00:00",201.86721802,0.00585938,0.60800469,3.90386057,293.91616821
"2023-07-05 17:00:00",254.57041931,0.46875,0.80218816,5.06157398,288.66217041
"2023-07-05 18:00:00",237.40684509,1.46484375,0.94043326,1.36086333,287.38922119
"2023-07-05 19:00:00",219.59413147,1.46484375,0.86844313,1.57668912,287.99539185
"2023-07-05 20:00:00",199.89067078,1.46484375,0.85168958,2.81288409,287.88626099
"2023-07-05 21:00:00",218.14094543,1.46484375,0.82043999,4.5358839,288.06851196
"2023-07-05 22:00:00",223.99240112,1.46484375,0.72586656,5.72243595,287.5664978
"2023-07-05 23:00:00",225.09387207,1.46484375,0.69518095,6.36202383,287.13226318
"2023-07-06 00:00:00",225.59382629,0,0.6221534,5.47236204,288.1661377
"2023-07-06 01:00:00",226.83656311,0,0.65935427,5.72636127,287.62213135
"2023-07-06 02:00:00",229.2502594,0,0.69235933,6.04166794,287.19061279
"2023-07-06 03:00:00",232.94633484,0,0.72716469,6.17811918,286.83856201
"2023-07-06 04:00:00",235.00836182,0,0.76914132,6.1827569,286.71560669
"2023-07-06 05:00:00",233.14079285,0.01123047,0.79498911,6.1489687,286.89724731
"2023-07-06 06:00:00",248.64086914,0.0390625,0.76688153,6.5266118,287.45062256
"2023-07-06 07:00:00",243.40673828,0.05371094,0.75204957,5.88087654,288.30029297
"2023-07-06 08:00:00",250.22669983,0.05957031,0.72403407,5.83804131,288.56515503
"2023-07-06 09:00:00",247.35346985,0.06347656,0.71512252,5.64598799,288.95928955
"2023-07-06 10:00:00",239.55702209,0.07519531,0.74625015,5.56906652,288.90261841
"2023-07-06 11:00:00",238.54705811,0.07714844,0.68294132,5.74993753,290.26983643
"2023-07-06 12:00:00",240.89105225,0.07617188,0.65555161,5.49437857,290.868927
"2023-07-06 13:00:00",247.85414124,0.07617188,0.64314616,5.15844202,291.09390259
"2023-07-06 14:00:00",250.92195129,0.07617188,0.64033848,5.00040293,291.20761108
"2023-07-06 15:00:00",253.56356812,0.07617188,0.62276042,4.68361282,291.16674805
"2023-07-06 16:00:00",250.578125,0.07617188,0.62837571,4.62774754,290.95346069
"2023-07-06 17:00:00",251.5316925,0.07617188,0.64532852,4.46328831,290.53994751
"2023-07-06 18:00:00",249.81260681,0.07617188,0.67332864,3.92400765,289.9286499
"2023-07-06 19:00:00",240.50003052,0.07617188,0.73250282,3.03917503,289.0057373
"2023-07-06 20:00:00",236.46881104,0.07617188,0.79913837,2.26697969,287.8526001
"2023-07-06 21:00:00",236.4228363,0.07617188,0.85587072,1.90909946,286.98660278
"2023-07-06 22:00:00",231.59436035,0.07617188,0.91209972,1.75927794,286.19076538
"2023-07-06 23:00:00",242.04705811,0.07617188,0.95613694,1.81687915,285.61798096
"2023-07-07 00:00:00",251.39120483,0,0.90351009,1.76823592,285.05117798
"2023-07-07 01:00:00",242.29003906,0,0.93161678,1.83119202,284.5630188
"2023-07-07 02:00:00",241.89141846,0,0.94686019,1.78182077,284.27996826
"2023-07-07 03:00:00",242.10949707,0,0.95909786,1.65868974,284.07714844
"2023-07-07 04:00:00",240.97680664,0,0.92124081,1.36563158,285.37960815
"2023-07-07 05:00:00",245.26609802,0,0.78253806,1.80244493,288.23977661
"2023-07-07 06:00:00",258.54833984,0,0.63403916,2.66036749,290.28039551
"2023-07-07 07:00:00",253.78205872,0,0.58373034,2.94990277,291.33908081
"2023-07-07 08:00:00",253.68763733,0,0.54190516,2.87219667,291.93191528
"2023-07-07 09:00:00",254.90649414,0,0.5314678,3.18129897,292.61169434
"2023-07-07 10:00:00",256.89923096,0,0.51684928,3.65719891,293.16027832
"2023-07-07 11:00:00",259.66455078,0,0.50485533,3.62728238,293.15582275
"2023-07-07 12:00:00",263.17202759,0,0.45712557,3.44992352,293.5880127
"2023-07-07 13:00:00",256.78192139,0,0.45990258,3.24443531,294.07571411
"2023-07-07 14:00:00",252.97668457,0,0.45556903,3.09222293,294.21429443
"2023-07-07 15:00:00",238.57051086,0,0.48323318,3.01132035,293.31903076
"2023-07-07 16:00:00",230.47666931,0,0.48311117,2.61744618,293.14599609
"2023-07-07 17:00:00",229.62513733,0,0.52386755,2.13009524,292.63061523
"2023-07-07 18:00:00",222.35957336,0,0.57277226,1.75335646,291.86364746
"2023-07-07 19:00:00",216.76577759,0,0.645908,1.2353642,290.62283325
"2023-07-07 20:00:00",229.34379578,0,0.72630692,0.74362743,288.91989136
"2023-07-07 21:00:00",260.55490112,0,0.76446944,0.76911569,287.84014893
"2023-07-07 22:00:00",289.18756104,0,0.77254164,0.82774371,287.40679932
"2023-07-07 23:00:00",298.46884155,0,0.78554255,0.98948139,287.14981079
"2023-07-08 00:00:00",304.89169312,0,0.98218274,0.72201073,285.61434937
"2023-07-08 01:00:00",340.67974854,0,0.92235315,0.89707369,285.5541687
"2023-07-08 02:00:00",352.88345337,0,0.84634888,1.07620239,285.23171997
"2023-07-08 03:00:00",351.1802063,0,0.80794239,1.00391376,285.2366333
"2023-07-08 04:00:00",0.0078713,0,0.79007363,1.15270829,285.93203735
"2023-07-08 05:00:00",7.50805378,0,0.75430715,1.57298982,288.20095825
"2023-07-08 06:00:00",11.67190361,0,0.63419056,1.94718611,290.69732666
"2023-07-08 07:00:00",6.75013065,0,0.53148353,1.85641408,292.42105103
"2023-07-08 08:00:00",3.25783157,0,0.48131207,1.77318835,293.49713135
"2023-07-08 09:00:00",7.71897984,0,0.43829706,1.74509835,294.5055542
"2023-07-08 10:00:00",15.45314121,0,0.42723411,2.07929468,295.2043457
"2023-07-08 11:00:00",10.0937748,0,0.40477264,2.79400086,295.85253906
"2023-07-08 12:00:00",9.96923351,0,0.38925421,3.27808547,296.25265503
"2023-07-08 13:00:00",13.89849758,0,0.38856748,3.14204478,296.33511353
"2023-07-08 14:00:00",16.83614349,0,0.38989484,2.28757906,296.72689819
"2023-07-08 15:00:00",206.76605225,0,0.52333295,1.89660764,295.7456665
"2023-07-08 16:00:00",209.92207336,0,0.61171192,2.79217839,294.25888062
"2023-07-08 17:00:00",238.93016052,0,0.56700367,2.03454638,293.70690918
"2023-07-08 18:00:00",263.79711914,0,0.58389544,1.70589757,292.67211914
"2023-07-08 19:00:00",270.78149414,0,0.6163972,1.16237187,291.46652222
"2023-07-08 20:00:00",286.22683716,0,0.68095773,0.85393173,289.88897705
"2023-07-08 21:00:00",309.99224854,0,0.71751791,0.93156999,288.76654053
"2023-07-08 22:00:00",318.20336914,0,0.70650136,0.87365395,288.50170898
"2023-07-08 23:00:00",317.39077759,0,0.6947521,0.93143368,288.49914551
"2023-07-09 00:00:00",343.57824707,0,0.78075123,0.65172154,287.8550415
"2023-07-09 01:00:00",312.12503052,0,0.78696132,0.77439034,287.70568848
"2023-07-09 02:00:00",319.19558716,0,0.81393892,0.89148736,287.48406982
"2023-07-09 03:00:00",345.30474854,0,0.84323597,0.62109137,287.1796875
"2023-07-09 04:00:00",260.56271362,0,0.84010816,0.59671307,287.94302368
"2023-07-09 05:00:00",259.47677612,0,0.83418798,0.49176124,289.97607422
"2023-07-09 06:00:00",231.13296509,0,0.6726737,1.1518954,292.96862793
"2023-07-09 07:00:00",227.8440094,0,0.56841052,1.60001147,294.95010376
"2023-07-09 08:00:00",220.37504578,0,0.52519691,1.75788224,296.04727173
"2023-07-09 09:00:00",220.90644836,0,0.52000839,2.41158485,296.71612549
"2023-07-09 10:00:00",226.44551086,0,0.4994387,2.79468274,297.35211182
"2023-07-09 11:00:00",227.89862061,0,0.46676919,2.28152657,297.75765991
"2023-07-09 12:00:00",221.98460388,0,0.44529986,2.68074393,298.35058594
"2023-07-09 13:00:00",223.34376526,0,0.42756897,2.06641173,298.45336914
"2023-07-09 14:00:00",204.64862061,0,0.40959394,1.47729087,298.41897583
"2023-07-09 15:00:00",209.49221802,0,0.40648112,2.2969954,297.92724609
"2023-07-09 16:00:00",198.28129578,0,0.42152625,2.19871902,297.24960327
"2023-07-09 17:00:00",189.10951233,0,0.42694321,1.66172826,296.58453369
"2023-07-09 18:00:00",196.60940552,0,0.45759833,1.34870863,295.56161499
"2023-07-09 19:00:00",170.71879578,0,0.5771364,0.29018486,293.49862671
"2023-07-09 20:00:00",174.45375061,0,0.60472488,0.22543624,291.57073975
"2023-07-09 21:00:00",115.42225647,0,0.59666854,0.34682748,290.55621338
"2023-07-09 22:00:00",99.89068604,0,0.60739565,0.88327336,289.8890686
"2023-07-09 23:00:00",96.97657013,0,0.63493806,0.9599877,289.16323853
"2023-07-10 00:00:00",93.38298035,0,0.65440822,0.95376265,287.12451172
"2023-07-10 01:00:00",86.75049591,0,0.70523524,1.47519648,286.90820312
"2023-07-10 02:00:00",103.4302597,0,0.85319984,1.95747173,287.10412598
"2023-07-10 03:00:00",108.53136444,0,0.94485986,1.93840611,287.50473022
"2023-07-10 04:00:00",102.453125,0,0.88806677,2.05008125,289.04690552
"2023-07-10 05:00:00",118.85161591,0,0.75661242,2.21568108,291.56958008
"2023-07-10 06:00:00",118.28937531,0,0.64032519,2.85000134,293.77639771
"2023-07-10 07:00:00",127.820755,0,0.52943909,3.26032019,295.349823
"2023-07-10 08:00:00",122.43790436,0,0.54123342,3.89389682,294.51248169
"2023-07-10 09:00:00",117.83594513,0,0.59384549,3.52076697,293.71386719
"2023-07-10 10:00:00",118.25011444,0,0.55450785,3.67362213,294.8661499
"2023-07-10 11:00:00",113.12530518,0,0.61050713,3.5001471,294.21716309
"2023-07-10 12:00:00",128.65681458,0,0.63356292,3.42846084,294.38195801
"2023-07-10 13:00:00",150.67207336,0.05273438,0.6971311,1.3253957,293.53192139
"2023-07-10 14:00:00",110.13286591,1.54199219,0.98555291,0.60825449,291.23486328
"2023-07-10 15:00:00",188.81283569,1.63085938,0.88988042,1.09361553,292.23791504
"2023-07-10 16:00:00",74.85948181,1.63183594,0.79739708,1.58342266,292.18991089
"2023-07-10 17:00:00",99.69555664,1.63085938,0.84959769,1.34304285,291.86257935
"2023-07-10 18:00:00",81.89868164,1.63085938,0.88089359,1.15610886,291.24603271
"2023-07-10 19:00:00",34.4375267,1.63085938,0.93187374,0.96994513,290.73880005
"2023-07-10 20:00:00",39.59446335,1.63085938,0.97441471,0.97291726,290.15527344
"2023-07-10 21:00:00",15.39862728,1.63085938,0.98691237,0.83101869,289.91949463
"2023-07-10 22:00:00",342.91430664,1.63085938,0.99580896,0.66708827,289.47360229
"2023-07-10 23:00:00",264.92199707,1.63085938,0.97177684,0.56239253,289.29104614
